ID,mang_presence,salt_presence,seag_presence
42929,1,1,0
42930,1,1,0
42931,1,1,0
42932,1,1,1
42937,1,1,1
42938,1,1,1
42940,1,1,1
43983,1,1,1
44342,1,1,0
44343,1,1,0
15828,0,1,0
15829,0,1,0
15830,0,1,0
15831,0,1,0
16191,0,1,0
16548,0,1,0
16552,0,1,0
16675,0,1,0
16886,0,1,1
16887,0,1,1
16888,0,1,1
16909,0,1,0
16910,0,1,0
16911,0,1,0
16913,0,1,0
17036,0,1,0
17246,0,1,0
17248,0,1,1
17249,0,1,1
17271,0,1,0
17272,0,1,0
17274,0,1,0
17398,0,1,0
17605,0,1,0
17606,0,1,0
17607,0,1,1
17608,0,1,1
17609,0,1,1
17632,0,1,0
17633,0,1,0
17634,0,1,0
17635,0,1,0
17756,0,1,0
17758,0,1,0
17964,0,1,0
17965,0,1,1
17966,0,1,1
17968,0,1,1
17969,0,1,1
17993,0,1,0
17994,0,1,0
17996,0,1,0
17997,0,1,0
18118,0,1,0
18119,0,1,0
18324,0,1,0
18327,0,1,0
18328,0,1,1
18356,0,1,0
18357,0,1,0
18358,0,1,0
18478,0,1,0
18479,0,1,0
18681,0,1,0
18682,0,1,1
18683,0,1,0
18688,0,1,1
18715,0,1,0
18843,0,1,0
19045,0,1,1
19048,0,1,1
19049,0,1,0
19050,0,1,1
19078,0,1,0
19397,0,1,0
19400,0,1,1
19737,0,1,0
19738,0,1,1
19758,0,1,1
19759,0,1,1
19924,0,1,0
19925,0,1,0
20001,0,1,0
20002,0,1,0
20004,0,1,0
20096,0,1,1
20097,0,1,0
20098,0,1,1
20099,0,1,1
20100,0,1,1
20116,0,1,1
20365,0,1,0
20366,0,1,0
20456,0,1,1
20648,0,1,0
20719,0,1,0
20816,0,1,1
20989,0,1,0
21008,0,1,0
21009,0,1,0
21079,0,1,0
21176,0,1,1
21214,0,1,0
21349,0,1,0
21709,0,1,0
22069,0,1,0
22430,0,1,0
23624,0,1,0
25310,0,1,0
25670,0,1,0
26029,0,1,0
26030,0,1,0
26225,0,1,0
26597,0,1,0
26951,0,1,0
27464,0,1,0
27823,0,1,0
27824,0,1,0
28183,0,1,0
28543,0,1,0
29621,0,1,0
29981,0,1,0
30340,0,1,0
37405,0,1,1
38126,0,1,0
39169,0,1,1
39264,0,1,0
39265,0,1,0
39624,0,1,0
39625,0,1,0
40254,0,1,0
40608,0,1,0
40616,0,1,1
40617,0,1,0
40621,0,1,1
40974,0,1,0
40977,0,1,1
40979,0,1,0
41123,0,1,1
41272,1,1,1
42062,0,1,0
42203,0,1,1
42204,0,1,1
42219,0,1,0
42422,0,1,0
42546,0,1,0
42563,0,1,1
42564,0,1,1
42565,0,1,0
42571,0,1,0
42781,0,1,0
42925,0,1,0
42926,0,1,0
42927,0,1,0
42928,0,1,0
42935,0,1,1
42936,0,1,1
42939,0,1,0
43142,0,1,0
43143,0,1,0
43264,0,1,0
43265,0,1,0
43287,0,1,0
43290,0,1,0
43291,0,1,1
43292,0,1,1
43293,0,1,1
43294,0,1,1
43295,0,1,1
43296,0,1,1
43297,0,1,1
43299,0,1,0
43497,0,1,0
43501,0,1,0
43502,0,1,0
43503,0,1,0
43624,0,1,0
43625,0,1,0
43626,0,1,0
43627,0,1,0
43659,0,1,0
43660,0,1,0
43861,0,1,0
43862,0,1,0
43863,0,1,0
43986,0,1,0
44019,0,1,0
44020,0,1,0
44021,0,1,0
44221,0,1,0
44222,0,1,0
44381,0,1,0
44382,0,1,1
44383,0,1,1
44581,0,1,0
44700,0,1,0
44701,0,1,0
44702,0,1,0
44743,0,1,1
44744,0,1,1
44853,0,1,1
44854,0,1,1
44940,0,1,0
44941,0,1,0
45059,0,1,0
45060,0,1,0
45103,0,1,1
45104,0,1,1
45105,0,1,1
45300,0,1,0
45301,0,1,0
45418,0,1,0
45419,0,1,0
45464,0,1,1
45465,0,1,1
45533,0,1,0
45534,0,1,0
45535,0,1,1
45575,0,1,0
45576,0,1,0
45577,0,1,0
45661,0,1,0
45662,0,1,0
45663,0,1,0
45778,0,1,1
45779,0,1,0
45824,0,1,1
45825,0,1,1
45892,0,1,0
45893,0,1,0
45894,0,1,0
45900,0,1,1
45913,0,1,1
45916,0,1,1
45928,0,1,0
45929,0,1,0
46018,0,1,0
46019,0,1,0
46020,0,1,0
46022,0,1,0
46023,0,1,0
46137,0,1,0
46138,0,1,1
46139,0,1,0
46183,0,1,1
46184,0,1,1
46185,0,1,1
46186,0,1,0
46251,0,1,0
46252,0,1,0
46260,0,1,1
46269,0,1,1
46270,0,1,1
46276,0,1,1
46287,0,1,1
46288,0,1,0
46378,0,1,0
46379,0,1,0
46380,0,1,0
46497,0,1,0
46544,0,1,1
46545,0,1,1
46546,0,1,1
46611,0,1,0
46620,0,1,1
46623,0,1,1
46624,0,1,1
46625,0,1,1
46629,0,1,1
46630,0,1,1
46639,0,1,1
46640,0,1,1
46641,0,1,1
46647,0,1,1
46738,0,1,0
46739,0,1,0
46740,0,1,0
46742,0,1,0
46744,0,1,0
46745,0,1,0
46856,0,1,1
46906,0,1,1
46907,0,1,1
46908,0,1,1
46972,0,1,0
46981,0,1,1
46989,0,1,1
46990,0,1,1
46997,0,1,1
46998,0,1,1
46999,0,1,1
47000,0,1,1
47006,0,1,1
47007,0,1,0
47008,0,1,0
47009,0,1,0
47010,0,1,0
47101,0,1,0
47102,0,1,0
47103,0,1,0
47105,0,1,0
47216,0,1,0
47267,0,1,1
47268,0,1,1
47269,0,1,1
47270,0,1,1
47271,0,1,1
47332,0,1,0
47343,0,1,1
47350,0,1,1
47356,0,1,0
47360,0,1,1
47376,0,1,0
47377,0,1,0
47378,0,1,0
47462,0,1,0
47576,0,1,0
47629,0,1,0
47630,0,1,1
47691,0,1,0
47692,0,1,0
47703,0,1,0
47704,0,1,1
47709,0,1,1
47710,0,1,1
47711,0,1,1
47712,0,1,1
47719,0,1,0
47936,0,1,0
47990,0,1,1
47991,0,1,1
47994,0,1,0
47995,0,1,0
47996,0,1,0
48052,0,1,0
48053,0,1,0
48054,0,1,0
48055,0,1,0
48056,0,1,0
48057,0,1,0
48058,0,1,0
48063,0,1,0
48064,0,1,1
48065,0,1,1
48066,0,1,1
48067,0,1,1
48078,0,1,0
48089,0,1,0
48296,0,1,1
48297,0,1,0
48351,0,1,1
48352,0,1,1
48353,0,1,1
48354,0,1,1
48355,0,1,0
48356,0,1,0
48357,0,1,0
48358,0,1,0
48419,0,1,1
48420,0,1,0
48433,0,1,0
48436,0,1,1
48449,0,1,0
48656,0,1,0
48657,0,1,1
48713,0,1,1
48714,0,1,0
48715,0,1,0
48716,0,1,0
48717,0,1,0
48718,0,1,0
48719,0,1,0
48720,0,1,0
48721,0,1,0
48779,0,1,0
48780,0,1,0
48793,0,1,1
48794,0,1,1
49016,0,1,0
49017,0,1,0
49075,0,1,0
49076,0,1,0
49077,0,1,0
49078,0,1,0
49079,0,1,0
49080,0,1,0
49081,0,1,0
49138,0,1,0
49139,0,1,0
49376,0,1,0
49377,0,1,0
49378,0,1,1
49434,0,1,0
49435,0,1,0
49436,0,1,0
49440,0,1,0
49496,0,1,1
49497,0,1,1
49498,0,1,1
49499,0,1,0
49735,0,1,1
49736,0,1,1
49737,0,1,1
49738,0,1,1
49794,0,1,0
49796,0,1,0
49856,0,1,1
49857,0,1,1
49858,0,1,1
49859,0,1,1
50093,0,1,1
50094,0,1,1
50095,0,1,1
50096,0,1,1
50097,0,1,1
50098,0,1,1
50219,0,1,0
50220,0,1,0
50221,0,1,0
50452,0,1,1
50453,0,1,1
50454,0,1,1
50455,0,1,1
50456,0,1,1
50575,0,1,1
50576,0,1,1
50577,0,1,1
50578,0,1,1
50579,0,1,1
50580,0,1,0
50581,0,1,0
50582,0,1,0
50809,0,1,0
50812,0,1,1
50813,0,1,1
50814,0,1,0
50815,0,1,0
50930,0,1,0
50931,0,1,0
50932,0,1,0
50933,0,1,0
50935,0,1,1
50936,0,1,1
50937,0,1,0
50938,0,1,1
50940,0,1,0
50941,0,1,0
50942,0,1,0
50943,0,1,0
50944,0,1,0
50945,0,1,0
51168,0,1,1
51169,0,1,1
51170,0,1,0
51171,0,1,0
51172,0,1,1
51173,0,1,0
51174,0,1,0
51290,0,1,0
51291,0,1,0
51292,0,1,0
51293,0,1,0
51294,0,1,0
51296,0,1,1
51297,0,1,0
51300,0,1,0
51301,0,1,1
51302,0,1,1
51305,0,1,0
51306,0,1,0
51527,0,1,0
51528,0,1,1
51529,0,1,1
51530,0,1,1
51531,0,1,0
51532,0,1,1
51533,0,1,0
51650,0,1,0
51651,0,1,0
51652,0,1,0
51654,0,1,0
51656,0,1,1
51657,0,1,1
51658,0,1,0
51660,0,1,0
51661,0,1,0
51665,0,1,0
51666,0,1,0
51667,0,1,1
51668,0,1,1
51669,0,1,1
51670,0,1,0
51671,0,1,0
51887,0,1,1
51888,0,1,1
51889,0,1,0
51890,0,1,1
51891,0,1,0
51892,0,1,0
52010,0,1,0
52011,0,1,0
52012,0,1,0
52013,0,1,0
52014,0,1,1
52015,0,1,1
52016,0,1,1
52017,0,1,1
52018,0,1,0
52019,0,1,0
52029,0,1,1
52030,0,1,1
52031,0,1,1
52032,0,1,1
52033,0,1,1
52247,0,1,0
52248,0,1,0
52249,0,1,0
52250,0,1,0
52251,0,1,0
52372,0,1,0
52373,0,1,1
52374,0,1,1
52377,0,1,0
52378,0,1,0
52379,0,1,1
52389,0,1,1
52390,0,1,1
52391,0,1,1
52392,0,1,1
52393,0,1,1
52395,0,1,0
52586,0,1,0
52587,0,1,0
52605,0,1,0
52606,0,1,0
52607,0,1,0
52608,0,1,0
52609,0,1,0
52734,0,1,1
52735,0,1,1
52737,0,1,1
52749,0,1,1
52750,0,1,1
52751,0,1,1
52753,0,1,1
52755,0,1,0
52756,0,1,0
52757,0,1,0
52946,0,1,0
52947,0,1,0
52948,0,1,0
52964,0,1,0
52965,0,1,0
52966,0,1,0
52967,0,1,0
52968,0,1,0
53093,0,1,1
53094,0,1,1
53095,0,1,1
53096,0,1,1
53097,0,1,1
53098,0,1,0
53109,0,1,1
53110,0,1,1
53111,0,1,1
53112,0,1,1
53113,0,1,0
53117,0,1,0
53119,0,1,0
53124,0,1,0
53127,0,1,0
53299,0,1,0
53300,0,1,0
53301,0,1,0
53302,0,1,0
53303,0,1,0
53304,0,1,0
53307,0,1,0
53308,0,1,0
53309,0,1,0
53323,0,1,0
53324,0,1,0
53325,0,1,0
53326,0,1,0
53327,0,1,0
53454,0,1,0
53456,0,1,0
53472,0,1,1
53477,0,1,0
53478,0,1,0
53479,0,1,0
53483,0,1,0
53656,0,1,0
53657,0,1,0
53658,0,1,0
53659,0,1,0
53660,0,1,0
53662,0,1,0
53666,0,1,0
53667,0,1,0
53668,0,1,0
53669,0,1,0
53670,0,1,0
53671,0,1,0
53672,0,1,0
53673,0,1,0
53676,0,1,0
53677,0,1,0
53679,0,1,0
53680,0,1,0
53681,0,1,0
53682,0,1,0
53683,0,1,0
53685,0,1,0
53838,0,1,0
53839,0,1,0
53840,0,1,0
53844,0,1,0
54016,0,1,0
54017,0,1,0
54018,0,1,0
54028,0,1,0
54029,0,1,0
54030,0,1,0
54031,0,1,0
54032,0,1,0
54033,0,1,0
54034,0,1,0
54035,0,1,0
54036,0,1,0
54037,0,1,0
54198,0,1,0
54199,0,1,0
54200,0,1,0
54201,0,1,0
54202,0,1,0
54203,0,1,0
54204,0,1,0
54205,0,1,0
54206,0,1,0
54207,0,1,0
54208,0,1,0
54374,0,1,0
54375,0,1,0
54376,0,1,0
54389,0,1,0
54390,0,1,0
54391,0,1,0
54392,0,1,0
54393,0,1,0
54394,0,1,1
54558,0,1,0
54562,0,1,0
54735,0,1,0
54736,0,1,0
54918,0,1,0
54919,0,1,0
54922,0,1,0
55096,0,1,0
55097,0,1,0
55098,0,1,0
55279,0,1,0
55280,0,1,0
55281,0,1,0
55282,0,1,0
55283,0,1,0
55454,0,1,0
55455,0,1,0
55456,0,1,0
55457,0,1,0
55458,0,1,0
55459,0,1,0
55597,0,1,0
55598,0,1,0
55599,0,1,0
55605,0,1,0
55606,0,1,0
55641,0,1,0
55642,0,1,0
55645,0,1,0
55646,0,1,0
55812,0,1,0
55813,0,1,0
55814,0,1,0
55957,0,1,0
55959,0,1,0
55962,0,1,0
55967,0,1,0
56002,0,1,0
56003,0,1,0
56004,0,1,0
56005,0,1,0
56006,0,1,0
56178,0,1,0
56179,0,1,0
56535,0,1,0
56536,0,1,0
56537,0,1,0
56538,0,1,0
56539,0,1,0
56894,0,1,0
56895,0,1,0
56896,0,1,0
57129,0,1,0
57222,0,1,0
57230,0,1,0
57231,0,1,0
57257,0,1,0
57258,0,1,0
57275,0,1,0
57276,0,1,0
57278,0,1,0
57279,0,1,0
57580,0,1,0
57581,0,1,0
57582,0,1,0
57587,0,1,0
57588,0,1,0
57589,0,1,0
57590,0,1,0
57596,0,1,0
57599,0,1,0
57618,0,1,0
57619,0,1,0
57620,0,1,0
57621,0,1,0
57622,0,1,0
57624,0,1,0
57625,0,1,0
57626,0,1,0
57627,0,1,0
57628,0,1,0
57629,0,1,0
57630,0,1,0
57631,0,1,0
57632,0,1,0
57633,0,1,0
57634,0,1,0
57635,0,1,0
57636,0,1,0
57637,0,1,0
57638,0,1,0
57932,0,1,0
57933,0,1,0
57934,0,1,0
57935,0,1,0
57939,0,1,0
57940,0,1,0
57949,0,1,0
57983,0,1,0
57984,0,1,0
57985,0,1,0
57986,0,1,0
58278,0,1,0
58279,0,1,0
58290,0,1,0
58291,0,1,0
58292,0,1,0
58293,0,1,0
58298,0,1,0
58299,0,1,0
58646,0,1,0
58647,0,1,0
58650,0,1,0
58968,0,1,0
58969,0,1,0
17995,0,0,1
18719,0,0,1
19040,0,0,1
19041,0,0,1
20000,0,0,1
20003,0,0,1
20005,0,0,1
20103,0,0,1
20359,0,0,1
20462,0,0,1
20464,0,0,1
20827,0,0,1
20833,0,0,1
20854,0,0,1
21193,0,0,1
21220,0,0,1
21535,0,0,1
21948,0,0,1
22254,0,0,1
22975,0,0,1
23254,0,0,1
23335,0,0,1
23615,0,0,1
23988,0,0,1
24093,0,0,1
24340,0,0,1
24414,0,0,1
24452,0,0,1
24453,0,0,1
24716,0,0,1
24811,0,0,1
24812,0,0,1
24813,0,0,1
25136,0,0,1
25171,0,0,1
25530,0,0,1
25702,0,0,1
25888,0,0,1
25889,0,0,1
25951,0,0,1
25955,0,0,1
26062,0,0,1
26140,0,0,1
26219,0,0,1
26250,0,0,1
26306,0,0,1
26511,0,0,1
26607,0,0,1
26988,0,0,1
27302,0,0,1
27685,0,0,1
28024,0,0,1
28045,0,0,1
28405,0,0,1
28668,0,0,1
28682,0,0,1
28740,0,0,1
28764,0,0,1
29027,0,0,1
29097,0,0,1
29098,0,0,1
29102,0,0,1
29757,0,0,1
29773,0,0,1
29807,0,0,1
29808,0,0,1
29829,0,0,1
29830,0,0,1
30132,0,0,1
30165,0,0,1
30175,0,0,1
30182,0,0,1
30194,0,0,1
30474,0,0,1
30492,0,0,1
30493,0,0,1
30547,0,0,1
30548,0,0,1
30549,0,0,1
30550,0,0,1
30744,0,0,1
30893,0,0,1
30909,0,0,1
30910,0,0,1
30911,0,0,1
31108,0,0,1
31272,0,0,1
32000,0,0,1
32394,0,0,1
33014,0,0,1
33060,0,0,1
33094,0,0,1
33113,0,0,1
33405,0,0,1
34453,0,0,1
34476,0,0,1
34534,0,0,1
34543,0,0,1
34544,0,0,1
34550,0,0,1
34834,0,0,1
34856,0,0,1
34866,0,0,1
34884,0,0,1
34900,0,0,1
35194,0,0,1
35214,0,0,1
35244,0,0,1
35537,0,0,1
35539,0,0,1
35554,0,0,1
35567,0,0,1
35580,0,0,1
35608,0,0,1
35612,0,0,1
35628,0,0,1
35632,0,0,1
35897,0,0,1
35913,0,0,1
35924,0,0,1
35960,0,0,1
35966,0,0,1
35981,0,0,1
36097,0,0,1
36120,0,0,1
36253,0,0,1
36256,0,0,1
36257,0,0,1
36290,0,0,1
36474,0,0,1
36477,0,0,1
36613,0,0,1
36616,0,0,1
36649,0,0,1
36945,0,0,1
36975,0,0,1
36976,0,0,1
36981,0,0,1
37010,0,0,1
37335,0,0,1
37341,0,0,1
37664,0,0,1
37695,0,0,1
37701,0,0,1
38054,0,0,1
38414,0,0,1
38449,0,0,1
38637,0,0,1
38808,0,0,1
38846,0,0,1
38978,0,0,1
39145,0,0,1
39206,0,0,1
39341,0,0,1
39404,0,0,1
39505,0,0,1
39506,0,0,1
39566,0,0,1
39623,0,0,1
39708,0,0,1
39763,0,0,1
39764,0,0,1
39839,0,0,1
39889,0,0,1
39902,0,0,1
40178,0,0,1
40391,0,0,1
40918,0,0,1
41146,0,0,1
41271,0,0,1
41343,0,0,1
41826,0,0,1
42283,0,0,1
42284,0,0,1
42285,0,0,1
42334,0,0,1
42335,0,0,1
42349,0,0,1
42429,0,0,1
42577,0,0,1
42643,0,0,1
42644,0,0,1
42645,0,0,1
42646,0,0,1
42647,0,0,1
42648,0,0,1
42693,0,0,1
42694,0,0,1
42709,0,0,1
42790,0,0,1
42905,0,0,1
43007,0,0,1
43053,0,0,1
43054,0,0,1
43055,0,0,1
43056,0,0,1
43069,0,0,1
43150,0,0,1
43511,0,0,1
43758,0,0,1
43768,0,0,1
43769,0,0,1
43770,0,0,1
43771,0,0,1
43773,0,0,1
43774,0,0,1
43871,0,0,1
44036,0,0,1
44124,0,0,1
44136,0,0,1
44230,0,0,1
44233,0,0,1
44341,0,0,1
44471,0,0,1
44472,0,0,1
44496,0,0,1
44587,0,0,1
44590,0,0,1
44591,0,0,1
44814,0,0,1
44832,0,0,1
44855,0,0,1
44856,0,0,1
44947,0,0,1
44948,0,0,1
44949,0,0,1
44957,0,0,1
44959,0,0,1
45175,0,0,1
45178,0,0,1
45191,0,0,1
45192,0,0,1
45195,0,0,1
45204,0,0,1
45205,0,0,1
45206,0,0,1
45207,0,0,1
45208,0,0,1
45213,0,0,1
45214,0,0,1
45215,0,0,1
45216,0,0,1
45307,0,0,1
45309,0,0,1
45310,0,0,1
45316,0,0,1
45317,0,0,1
45320,0,0,1
45536,0,0,1
45537,0,0,1
45538,0,0,1
45539,0,0,1
45548,0,0,1
45549,0,0,1
45551,0,0,1
45555,0,0,1
45556,0,0,1
45562,0,0,1
45563,0,0,1
45565,0,0,1
45566,0,0,1
45567,0,0,1
45568,0,0,1
45569,0,0,1
45571,0,0,1
45574,0,0,1
45666,0,0,1
45667,0,0,1
45670,0,0,1
45678,0,0,1
45899,0,0,1
45909,0,0,1
45910,0,0,1
45911,0,0,1
45914,0,0,1
45917,0,0,1
45921,0,0,1
45922,0,0,1
45924,0,0,1
45925,0,0,1
45926,0,0,1
45927,0,0,1
45954,0,0,1
46025,0,0,1
46026,0,0,1
46027,0,0,1
46029,0,0,1
46030,0,0,1
46038,0,0,1
46040,0,0,1
46261,0,0,1
46272,0,0,1
46273,0,0,1
46274,0,0,1
46275,0,0,1
46277,0,0,1
46278,0,0,1
46281,0,0,1
46282,0,0,1
46283,0,0,1
46284,0,0,1
46285,0,0,1
46286,0,0,1
46309,0,0,1
46314,0,0,1
46389,0,0,1
46399,0,0,1
46402,0,0,1
46636,0,0,1
46637,0,0,1
46638,0,0,1
46643,0,0,1
46644,0,0,1
46669,0,0,1
46670,0,0,1
46674,0,0,1
46748,0,0,1
46762,0,0,1
46763,0,0,1
46985,0,0,1
46994,0,0,1
46995,0,0,1
46996,0,0,1
47003,0,0,1
47004,0,0,1
47005,0,0,1
47030,0,0,1
47031,0,0,1
47110,0,0,1
47121,0,0,1
47342,0,0,1
47344,0,0,1
47349,0,0,1
47353,0,0,1
47354,0,0,1
47357,0,0,1
47358,0,0,1
47369,0,0,1
47470,0,0,1
47481,0,0,1
47707,0,0,1
47716,0,0,1
47736,0,0,1
47748,0,0,1
47749,0,0,1
47753,0,0,1
47831,0,0,1
47832,0,0,1
47841,0,0,1
47845,0,0,1
48059,0,0,1
48068,0,0,1
48069,0,0,1
48070,0,0,1
48071,0,0,1
48073,0,0,1
48074,0,0,1
48108,0,0,1
48192,0,0,1
48205,0,0,1
48206,0,0,1
48207,0,0,1
48429,0,0,1
48430,0,0,1
48434,0,0,1
48435,0,0,1
48450,0,0,1
48454,0,0,1
48467,0,0,1
48468,0,0,1
48471,0,0,1
48472,0,0,1
48565,0,0,1
48795,0,0,1
48814,0,0,1
48816,0,0,1
48817,0,0,1
48818,0,0,1
48828,0,0,1
48831,0,0,1
48832,0,0,1
48833,0,0,1
48922,0,0,1
49172,0,0,1
49175,0,0,1
49176,0,0,1
49177,0,0,1
49178,0,0,1
49179,0,0,1
49200,0,0,1
49201,0,0,1
49282,0,0,1
49441,0,0,1
49538,0,0,1
49539,0,0,1
49793,0,0,1
50152,0,0,1
50214,0,0,1
50218,0,0,1
50524,0,0,1
50723,0,0,1
50764,0,0,1
51442,0,0,1
51672,0,0,1
51857,0,0,1
51858,0,0,1
51941,0,0,1
52034,0,0,1
52039,0,0,1
52218,0,0,1
52219,0,0,1
52221,0,0,1
52225,0,0,1
52375,0,0,1
52376,0,0,1
52394,0,0,1
52401,0,0,1
52402,0,0,1
52733,0,0,1
52736,0,0,1
52738,0,0,1
52944,0,0,1
53120,0,0,1
53298,0,0,1
53455,0,0,1
53458,0,0,1
53468,0,0,1
53469,0,0,1
53470,0,0,1
53471,0,0,1
53480,0,0,1
53482,0,0,1
53484,0,0,1
53817,0,0,1
53818,0,0,1
53830,0,0,1
53831,0,0,1
53832,0,0,1
53841,0,0,1
53842,0,0,1
53843,0,0,1
53845,0,0,1
53846,0,0,1
54138,0,0,1
54179,0,0,1
54186,0,0,1
54209,0,0,1
54906,0,0,1
54907,0,0,1
55208,0,0,1
55220,0,0,1
55238,0,0,1
55270,0,0,1
55297,0,0,1
55460,0,0,1
55655,0,0,1
55659,0,0,1
55660,0,0,1
55958,0,0,1
55966,0,0,1
55992,0,0,1
55993,0,0,1
56015,0,0,1
56016,0,0,1
56317,0,0,1
56324,0,0,1
56353,0,0,1
56354,0,0,1
56373,0,0,1
56374,0,0,1
56713,0,0,1
56715,0,0,1
56716,0,0,1
56733,0,0,1
56747,0,0,1
57074,0,0,1
57075,0,0,1
57076,0,0,1
57077,0,0,1
57078,0,0,1
57436,0,0,1
57437,0,0,1
57438,0,0,1
57450,0,0,1
20455,0,0,1
20463,0,0,1
20465,0,0,1
20476,0,0,1
20825,0,0,1
20828,0,0,1
20829,0,0,1
21189,0,0,1
21536,0,0,1
22615,0,0,1
22894,0,0,1
23267,0,0,1
23268,0,0,1
23333,0,0,1
23628,0,0,1
24486,0,0,1
24845,0,0,1
24846,0,0,1
25206,0,0,1
25558,0,0,1
26987,0,0,1
27008,0,0,1
27347,0,0,1
27348,0,0,1
27586,0,0,1
27664,0,0,1
27665,0,0,1
27997,0,0,1
28420,0,0,1
28421,0,0,1
28681,0,0,1
28726,0,0,1
28742,0,0,1
28757,0,0,1
29041,0,0,1
29042,0,0,1
30193,0,0,1
31650,0,0,1
32035,0,0,1
32353,0,0,1
32753,0,0,1
32754,0,0,1
33114,0,0,1
33734,0,0,1
34094,0,0,1
35087,0,0,1
35219,0,0,1
35226,0,0,1
35253,0,0,1
35271,0,0,1
35272,0,0,1
35538,0,0,1
35581,0,0,1
35921,0,0,1
35942,0,0,1
36164,0,0,1
36946,0,0,1
37307,0,0,1
37358,0,0,1
37603,0,0,1
38092,0,0,1
38256,0,0,1
38278,0,0,1
38452,0,0,1
38998,0,0,1
39101,0,0,1
39462,0,0,1
39513,0,0,1
39532,0,0,1
40179,0,0,1
40255,0,0,1
40261,0,0,1
40341,0,0,1
40411,0,0,1
40898,0,0,1
41641,0,0,1
41994,0,0,1
41995,0,0,1
42067,0,0,1
42282,0,0,1
42352,0,0,1
42353,0,0,1
42428,0,0,1
42642,0,0,1
42696,0,0,1
42711,0,0,1
43068,0,0,1
43070,0,0,1
43071,0,0,1
43428,0,0,1
43429,0,0,1
43430,0,0,1
43431,0,0,1
43775,0,0,1
43870,0,0,1
44114,0,0,1
44135,0,0,1
44229,0,0,1
44231,0,0,1
44232,0,0,1
44592,0,0,1
44593,0,0,1
44595,0,0,1
44596,0,0,1
44831,0,0,1
44847,0,0,1
44950,0,0,1
44952,0,0,1
44953,0,0,1
44954,0,0,1
44955,0,0,1
44956,0,0,1
44958,0,0,1
45193,0,0,1
45314,0,0,1
45315,0,0,1
45319,0,0,1
45543,0,0,1
45544,0,0,1
45552,0,0,1
45553,0,0,1
45570,0,0,1
45673,0,0,1
45674,0,0,1
45677,0,0,1
45681,0,0,1
45823,0,0,1
45915,0,0,1
46037,0,0,1
46039,0,0,1
46262,0,0,1
46401,0,0,1
46621,0,0,1
46622,0,0,1
46645,0,0,1
46646,0,0,1
46760,0,0,1
46984,0,0,1
46993,0,0,1
47122,0,0,1
47266,0,0,1
47341,0,0,1
47482,0,0,1
47484,0,0,1
47627,0,0,1
47717,0,0,1
47840,0,0,1
47843,0,0,1
47844,0,0,1
48077,0,0,1
48455,0,0,1
48456,0,0,1
48457,0,0,1
48458,0,0,1
48459,0,0,1
48563,0,0,1
48564,0,0,1
48813,0,0,1
48923,0,0,1
49173,0,0,1
49174,0,0,1
52217,0,0,1
52752,0,0,1
53108,0,0,1
53466,0,0,1
53467,0,0,1
53826,0,0,1
53827,0,0,1
54185,0,0,1
55271,0,0,1
55272,0,0,1
55630,0,0,1
55632,0,0,1
57439,0,0,1
57440,0,0,1
